"ROK","NAROZENI","OKRES","KRAJ","ID_KRAJ","ROK_JPZ"
"2008","677","Plzeň-jih","Plzeňský","CZ032",2023
"2008","872","Plzeň-sever","Plzeňský","CZ032",2023
"2008","497","Rokycany","Plzeňský","CZ032",2023
"2008","604","Tachov","Plzeňský","CZ032",2023
"2008","1116","Cheb","Karlovarský","CZ041",2023
"2008","1346","Karlovy Vary","Karlovarský","CZ041",2023
"2008","1100","Sokolov","Karlovarský","CZ041",2023
"2008","1595","Děčín","Ústecký","CZ042",2023
"2008","1563","Chomutov","Ústecký","CZ042",2023
"2008","1425","Litoměřice","Ústecký","CZ042",2023
"2008","994","Louny","Ústecký","CZ042",2023
"2008","1395","Most","Ústecký","CZ042",2023
"2008","1542","Teplice","Ústecký","CZ042",2023
"2008","1517","Ústí nad Labem","Ústecký","CZ042",2023
"2008","1331","Česká Lípa","Liberecký","CZ051",2023
"2008","1042","Jablonec nad Nisou","Liberecký","CZ051",2023
"2008","2044","Liberec ","Liberecký","CZ051",2023
"2008","803","Semily","Liberecký","CZ051",2023
"2008","1857","Hradec Králové","Královéhradecký","CZ052",2023
"2008","865","Jičín","Královéhradecký","CZ052",2023
"2008","1281","Náchod","Královéhradecký","CZ052",2023
"2008","877","Rychnov nad Kněžnou","Královéhradecký","CZ052",2023
"2008","1374","Trutnov","Královéhradecký","CZ052",2023
"2008","1140","Chrudim","Pardubický","CZ053",2023
"2008","1872","Pardubice","Pardubický","CZ053",2023
"2008","1152","Svitavy","Pardubický","CZ053",2023
"2008","1588","Ústí nad Orlicí","Pardubický","CZ053",2023
"2008","1037","Havlíčkův Brod","Kraj Vysočina","CZ061",2023
"2008","1351","Jihlava","Kraj Vysočina","CZ061",2023
"2008","728","Pelhřimov","Kraj Vysočina","CZ061",2023
"2008","1200","Třebíč","Kraj Vysočina","CZ061",2023
"2008","1333","Žďár nad Sázavou","Kraj Vysočina","CZ061",2023
"2008","1259","Blansko","Jihomoravský","CZ062",2023
"2008","4490","Brno-město","Jihomoravský","CZ062",2023
"2008","2470","Brno-venkov","Jihomoravský","CZ062",2023
"2008","1181","Břeclav","Jihomoravský","CZ062",2023
"2008","1559","Hodonín","Jihomoravský","CZ062",2023
"2008","996","Vyškov","Jihomoravský","CZ062",2023
"2008","1241","Znojmo","Jihomoravský","CZ062",2023
"2008","412","Jeseník","Olomoucký","CZ071",2023
"2008","2664","Olomouc","Olomoucký","CZ071",2023
"2008","1257","Prostějov","Olomoucký","CZ071",2023
"2008","1422","Přerov","Olomoucký","CZ071",2023
"2008","1363","Šumperk","Olomoucký","CZ071",2023
"2008","1124","Kroměříž","Zlínský","CZ072",2023
"2008","1467","Uherské Hradiště","Zlínský","CZ072",2023
"2008","1568","Vsetín","Zlínský","CZ072",2023
"2008","2102","Zlín","Zlínský","CZ072",2023
"2008","1014","Bruntál","Moravskoslezský","CZ080",2023
"2008","2207","Frýdek-Místek","Moravskoslezský","CZ080",2023
"2008","2805","Karviná","Moravskoslezský","CZ080",2023
"2008","1647","Nový Jičín","Moravskoslezský","CZ080",2023
"2008","1966","Opava","Moravskoslezský","CZ080",2023
"2008","3763","Ostrava-město","Moravskoslezský","CZ080",2023
"2009","14488","Hlavní město Praha ","Praha","CZ010",2024
"2009","1103","Benešov","Středočeský","CZ020",2024
"2009","1000","Beroun","Středočeský","CZ020",2024
"2009","1807","Kladno","Středočeský","CZ020",2024
"2009","1129","Kolín","Středočeský","CZ020",2024
"2009","781","Kutná Hora","Středočeský","CZ020",2024
"2009","1197","Mělník","Středočeský","CZ020",2024
"2009","1457","Mladá Boleslav","Středočeský","CZ020",2024
"2009","1144","Nymburk","Středočeský","CZ020",2024
"2009","2054","Praha-východ","Středočeský","CZ020",2024
"2009","1802","Praha-západ","Středočeský","CZ020",2024
"2009","1175","Příbram","Středočeský","CZ020",2024
"2009","570","Rakovník","Středočeský","CZ020",2024
"2009","2090","České Budějovice","Jihočeský","CZ031",2024
"2009","778","Český Krumlov","Jihočeský","CZ031",2024
"2009","978","Jindřichův Hradec","Jihočeský","CZ031",2024
"2009","729","Písek","Jihočeský","CZ031",2024
"2009","577","Prachatice","Jihočeský","CZ031",2024
"2009","768","Strakonice","Jihočeský","CZ031",2024
"2009","1107","Tábor","Jihočeský","CZ031",2024
"2009","710","Domažlice","Plzeňský","CZ032",2024
"2009","944","Klatovy","Plzeňský","CZ032",2024
"2009","2185","Plzeň-město","Plzeňský","CZ032",2024
"2009","715","Plzeň-jih","Plzeňský","CZ032",2024
"2009","793","Plzeň-sever","Plzeňský","CZ032",2024
"2009","474","Rokycany","Plzeňský","CZ032",2024
"2009","591","Tachov","Plzeňský","CZ032",2024
"2009","1129","Cheb","Karlovarský","CZ041",2024
"2009","1232","Karlovy Vary","Karlovarský","CZ041",2024
"2009","1064","Sokolov","Karlovarský","CZ041",2024
"2009","1569","Děčín","Ústecký","CZ042",2024
"2009","1474","Chomutov","Ústecký","CZ042",2024
"2009","1296","Litoměřice","Ústecký","CZ042",2024
"2009","1052","Louny","Ústecký","CZ042",2024
"2009","1340","Most","Ústecký","CZ042",2024
"2009","1424","Teplice","Ústecký","CZ042",2024
"2009","1471","Ústí nad Labem","Ústecký","CZ042",2024
"2009","1228","Česká Lípa","Liberecký","CZ051",2024
"2009","1073","Jablonec nad Nisou","Liberecký","CZ051",2024
"2009","2056","Liberec ","Liberecký","CZ051",2024
"2009","849","Semily","Liberecký","CZ051",2024
"2009","1854","Hradec Králové","Královéhradecký","CZ052",2024
"2009","890","Jičín","Královéhradecký","CZ052",2024
"2009","1292","Náchod","Královéhradecký","CZ052",2024
"2009","905","Rychnov nad Kněžnou","Královéhradecký","CZ052",2024
"2009","1320","Trutnov","Královéhradecký","CZ052",2024
"2009","1077","Chrudim","Pardubický","CZ053",2024
"2009","1880","Pardubice","Pardubický","CZ053",2024
"2009","1126","Svitavy","Pardubický","CZ053",2024
"2009","1561","Ústí nad Orlicí","Pardubický","CZ053",2024
"2009","977","Havlíčkův Brod","Kraj Vysočina","CZ061",2024
"2009","1328","Jihlava","Kraj Vysočina","CZ061",2024
"2009","697","Pelhřimov","Kraj Vysočina","CZ061",2024
"2009","1153","Třebíč","Kraj Vysočina","CZ061",2024
"2009","1292","Žďár nad Sázavou","Kraj Vysočina","CZ061",2024
"2009","1192","Blansko","Jihomoravský","CZ062",2024
"2009","4578","Brno-město","Jihomoravský","CZ062",2024
"2009","2408","Brno-venkov","Jihomoravský","CZ062",2024
"2009","1212","Břeclav","Jihomoravský","CZ062",2024
"2009","1503","Hodonín","Jihomoravský","CZ062",2024
"2009","1001","Vyškov","Jihomoravský","CZ062",2024
"2009","1251","Znojmo","Jihomoravský","CZ062",2024
"2009","437","Jeseník","Olomoucký","CZ071",2024
"2009","2681","Olomouc","Olomoucký","CZ071",2024
"2009","1242","Prostějov","Olomoucký","CZ071",2024
"2009","1405","Přerov","Olomoucký","CZ071",2024
"2009","1369","Šumperk","Olomoucký","CZ071",2024
"2009","1074","Kroměříž","Zlínský","CZ072",2024
"2009","1468","Uherské Hradiště","Zlínský","CZ072",2024
"2009","1566","Vsetín","Zlínský","CZ072",2024
"2009","1968","Zlín","Zlínský","CZ072",2024
"2009","1021","Bruntál","Moravskoslezský","CZ080",2024
"2009","2254","Frýdek-Místek","Moravskoslezský","CZ080",2024
"2009","2728","Karviná","Moravskoslezský","CZ080",2024
"2009","1727","Nový Jičín","Moravskoslezský","CZ080",2024
"2009","1893","Opava","Moravskoslezský","CZ080",2024
"2009","3615","Ostrava-město","Moravskoslezský","CZ080",2024
